Title,Image_Name,Macronutrients,Protein,Fat,Carbs,Total Calories
Lemon Meringue Pie,lemon-meringue-pie,"[Protein = 12g, Fat = 12g, Carbs = 54g, Total Calories = 400]",12.0,12.0,54.0,400.0
Chocolate Pudding Pie,chocolate-pudding-pie,"[Protein = 8g, Fat = 22g, Carbs = 49g, Total Calories = 530]",8.0,22.0,49.0,530.0
Blind-Baked Pie Crust,blind-baked-pie-crust,"[Protein = 4g, Fat = 31g, Carbs = 55g, Total Calories = 600]",4.0,31.0,55.0,600.0
Banana Cream Pie,banana-cream-pie,"[Protein = 5g, Fat = 12g, Carbs = 58g, Total Calories = 420]",5.0,12.0,58.0,420.0
Why-Is-It-So-Good Gravy,why-is-it-so-good-gravy,"[Protein = 40g, Fat = 38g, Carbs = 44g, Total Calories = 680]",40.0,38.0,44.0,680.0
Fancy Cranberry Sauce,fancy-cranberry-sauce,"[Protein = 5g, Fat = 10g, Carbs = 52g, Total Calories = 360]",5.0,10.0,52.0,360.0
Squash and Radicchio Salad With Pecans,squash-and-radicchio-salad-with-pecans,"[Protein = 10g, Fat = 9g, Carbs = 32g, Total Calories = 270]",10.0,9.0,32.0,270.0
Mashed Potatoes With Crispety Cruncheties,mashed-potatoes-with-crispety-cruncheties,"[Protein = 5g, Fat = 22g, Carbs = 63g, Total Calories = 540]",5.0,22.0,63.0,540.0
Glazed Leeks With Pine Nut Salsa Verde,glazed-leeks-with-pine-nut-salsa-verde,"[Protein = 8g, Fat = 18g, Carbs = 40g, Total Calories = 390]",8.0,18.0,40.0,390.0
Cornbread Stuffing With Sausage and Corn Nuts,cornbread-stuffing-with-sausage-and-corn-nuts,"[Protein = 18g, Fat = 22g, Carbs = 54g, Total Calories = 650]",18.0,22.0,54.0,650.0
Coconut Creamed Greens,coconut-creamed-greens,"[Protein = 9g, Fat = 19g, Carbs = 35g, Total Calories = 380]",9.0,19.0,35.0,380.0
Cheesy Cabbage Gratin,cheesy-cabbage-gratin,"[Protein = 9g, Fat = 27g, Carbs = 60g, Total Calories = 600]",9.0,27.0,60.0,600.0
Charred Sweet Potatoes With Hot Honey Butter and Lime,charred-sweet-potatoes-with-hot-honey-butter-and-lime,"[Protein = 7g, Fat = 24g, Carbs = 43g, Total Calories = 460]",7.0,24.0,43.0,460.0
Buttery Bejeweled Rice,buttery-bejeweled-rice,"[Protein = 7g, Fat = 18g, Carbs = 52g, Total Calories = 460]",7.0,18.0,52.0,460.0
Brussels Sprouts With Pistachios and Lime,brussels-sprouts-with-pistachios-and-lime,"[Protein = 6g, Fat = 15g, Carbs = 30g, Total Calories = 300]",6.0,15.0,30.0,300.0
Broccolini With Sesame Sauce and Lemon,broccolini-with-sesame-sauce-and-lemon,"[Protein = 8g, Fat = 15g, Carbs = 30g, Total Calories = 340]",8.0,15.0,30.0,340.0
White Pesto Pasta,white-pesto-pasta,"[Protein = 8g, Fat = 22g, Carbs = 45g, Total Calories = 490]",8.0,22.0,45.0,490.0
Salmon With Citrus-Chile Sauce,salmon-with-citrus-chile-sauce,"[Protein = 7g, Fat = 12g, Carbs = 22g, Total Calories = 230]",7.0,12.0,22.0,230.0
Feel-Better Chicken and Rice Soup,feel-better-chicken-and-rice-soup,"[Protein = 25g, Fat = 9g, Carbs = 30g, Total Calories = 380]",25.0,9.0,30.0,380.0
Applejack Sour,applejack-sour-cocktail,"[Protein = 5g, Fat = 7g, Carbs = 22g, Total Calories = 200]",5.0,7.0,22.0,200.0
Expertly Spiced and Glazed Roast Turkey,expertly-spiced-and-glazed-roast-turkey,"[Protein = 70g, Fat = 40g, Carbs = 120g, Total Calories = 1200]",70.0,40.0,120.0,1200.0
Spicy Mushroom Larb,spicy-mushroom-larb,"[Protein = 18g, Fat = 14g, Carbs = 32g, Total Calories = 370]",18.0,14.0,32.0,370.0
Salmon Rice Bowls with Coconut-Ginger Broth,salmon-rice-bowls-with-coconut-ginger-broth,"[Protein = 45g, Fat = 28g, Carbs = 47g, Total Calories = 640]",45.0,28.0,47.0,640.0
Goat Butter Shortbread,goat-butter-shortbread,"[Protein = 8g, Fat = 27g, Carbs = 50g, Total Calories = 540]",8.0,27.0,50.0,540.0
Peanut Better Blossoms,peanut-butter-better-blossoms,"[Protein = 13g, Fat = 26g, Carbs = 70g, Total Calories = 690]",13.0,26.0,70.0,690.0
Sumac and Vanilla Shortbread,sumac-and-vanilla-shortbread,"[Protein = 12g, Fat = 18g, Carbs = 40g, Total Calories = 380]",12.0,18.0,40.0,380.0
Pastel Butter Cookies,pastel-butter-cookies,"[Protein = 13g, Fat = 28g, Carbs = 60g, Total Calories = 550]",13.0,28.0,60.0,550.0
Iranian Rice Cookies,iranian-rice-cookies,"[Protein = 5g, Fat = 20g, Carbs = 40g, Total Calories = 410]",5.0,20.0,40.0,410.0
Double-the-Mustard Chicken with Potatoes and Greens,honey-mustard-sheet-pan-chicken-dinner-with-potatoes-and-greens,"[Protein = 25g, Fat = 18g, Carbs = 44g, Total Calories = 470]",25.0,18.0,44.0,470.0
Lebkuchen (German Honey Bars),lebkuchen-german-honey-bars,"[Protein = 6g, Fat = 14g, Carbs = 40g, Total Calories = 400]",6.0,14.0,40.0,400.0
Sweet Potato Bowls With Kale and Chickpeas,sweet-potato-bowls-with-kale-and-chickpeas,"[Protein = 10g, Fat = 8g, Carbs = 45g, Total Calories = 350]",10.0,8.0,45.0,350.0
Italian Fish and Vegetable Stew,italian-fish-and-vegetable-stew,"[Protein = 15g, Fat = 20g, Carbs = 34g, Total Calories = 440]",15.0,20.0,34.0,440.0
Rice Noodles and Tofu in Peanut Sauce,rice-noodles-and-tofu-in-peanut-sauce,"[Protein = 35g, Fat = 18g, Carbs = 36g, Total Calories = 520]",35.0,18.0,36.0,520.0
Scotchy Boulevardiers for a Crowd,scotchy-boulevardiers-for-a-crowd,"[Protein = 5g, Fat = 5g, Carbs = 10g, Total Calories = 90]",5.0,5.0,10.0,90.0
Everything Good Cocktail,everything-good-cocktail,"[Protein = 12g, Fat = 6g, Carbs = 15g, Total Calories = 150]",12.0,6.0,15.0,150.0
"Chestnut, Bacon and Sage Stuffing Rolls",chestnut-bacon-and-sage-stuffing-rolls,"[Protein = 5g, Fat = 30g, Carbs = 30g, Total Calories = 480]",5.0,30.0,30.0,480.0
Pomegranate and Fennel Chicken (Pollastre amb Magrana),pomegranate-and-fennel-chicken-pollastre-amb-magrana,"[Protein = 30g, Fat = 22g, Carbs = 55g, Total Calories = 590]",30.0,22.0,55.0,590.0
Roasted Garlic and Parmesan Baked Halibut,roasted-garlic-and-parmesan-baked-halibut,"[Protein = 24g, Fat = 10g, Carbs = 15g, Total Calories = 300]",24.0,10.0,15.0,300.0
Black-Bottom Hazelnut Pie,black-bottom-hazelnut-pie,"[Protein = 12g, Fat = 25g, Carbs = 40g, Total Calories = 510]",12.0,25.0,40.0,510.0
Roast Walnut and Squash Medley with Persillade,roast-walnut-and-squash-medley-with-persillade,"[Protein = 5g, Fat = 10g, Carbs = 20g, Total Calories = 200]",5.0,10.0,20.0,200.0
Sour Cherry Relish,sour-cherry-relish,"[Protein = 2g, Fat = 6g, Carbs = 16g, Total Calories = 150]",2.0,6.0,16.0,150.0
Comforting Little Casseroles,comforting-little-beef-casseroles-for-one,"[Protein = 20g, Fat = 12g, Carbs = 45g, Total Calories = 520]",20.0,12.0,45.0,520.0
Smoky Dry-Rubbed Pork Steaks,smoky-dry-rubbed-pork-steaks,"[Protein = 40g, Fat = 30g, Carbs = 50g, Total Calories = 650]",40.0,30.0,50.0,650.0
Torn Potatoes of Many Colors With Chile-Lime Butter,torn-potatoes-of-many-colors-with-chile-lime-butter,"[Protein = 10g, Fat = 14g, Carbs = 38g, Total Calories = 380]",10.0,14.0,38.0,380.0
Cheesy Baked Butternut Squash Polenta,cheesy-baked-butternut-squash-polenta,"[Protein = 18g, Fat = 17g, Carbs = 45g, Total Calories = 500]",18.0,17.0,45.0,500.0
Smashed Green Bean Salad With Crispy Shallots,smashed-green-bean-salad-with-crispy-shallots,"[Protein = 5g, Fat = 12g, Carbs = 18g, Total Calories = 180]",5.0,12.0,18.0,180.0
Labne Deviled Eggs with Paprika and Ginger,labne-deviled-eggs-with-paprika-and-ginger,"[Protein = 6g, Fat = 7g, Carbs = 17g, Total Calories = 180]",6.0,7.0,17.0,180.0
Olive Oil Apple Cake with Spiced Sugar,olive-oil-apple-cake-with-spiced-sugar,"[Protein = 10g, Fat = 14g, Carbs = 30g, Total Calories = 280]",10.0,14.0,30.0,280.0
Boiled Peanuts with Chile Salt,boiled-peanuts-with-chile-salt,"[Protein = 5g, Fat = 15g, Carbs = 32g, Total Calories = 350]",5.0,15.0,32.0,350.0
Bourbon Fruit Tea Punch,bourbon-whiskey-fruit-tea-punch,"[Protein = 8g, Fat = 10g, Carbs = 20g, Total Calories = 230]",8.0,10.0,20.0,230.0
Baked Pasta Shells with Sausage and Greens,baked-pasta-shells-with-sausage-and-greens,"[Protein = 8g, Fat = 15g, Carbs = 40g, Total Calories = 370]",8.0,15.0,40.0,370.0
Spiced Roast Pork with Fennel and Apple Salad,spiced-roast-pork-with-fennel-and-apple-salad,"[Protein = 10g, Fat = 8g, Carbs = 30g, Total Calories = 290]",10.0,8.0,30.0,290.0
Red Pesto Rigatoni,red-pesto-rigatoni-pasta,"[Protein = 14g, Fat = 25g, Carbs = 40g, Total Calories = 470]",14.0,25.0,40.0,470.0
Turnips with Spicy Meyer Lemon Dressing,turnips-with-spicy-meyer-lemon-dressing,"[Protein = 8g, Fat = 12g, Carbs = 20g, Total Calories = 230]",8.0,12.0,20.0,230.0
Shishito Pepper–Pistachio Dip,shishito-pepper-pistachio-dip,"[Protein = 8g, Fat = 16g, Carbs = 38g, Total Calories = 370]",8.0,16.0,38.0,370.0
Smoky Carrot Dip,smoky-carrot-dip,"[Protein = 15g, Fat = 20g, Carbs = 40g, Total Calories = 450]",15.0,20.0,40.0,450.0
Apple-Walnut Upside-Down Cake,apple-walnut-upside-down-cake,"[Protein = 5g, Fat = 7g, Carbs = 20g, Total Calories = 170]",5.0,7.0,20.0,170.0
Chocolate-Hazelnut Cookies,chocolate-hazelnut-cookies,"[Protein = 10g, Fat = 22g, Carbs = 35g, Total Calories = 400]",10.0,22.0,35.0,400.0
Rose and Yogurt Panna Cotta,rose-and-yogurt-panna-cotta,"[Protein = 10g, Fat = 15g, Carbs = 40g, Total Calories = 350]",10.0,15.0,40.0,350.0
Pork Katsu Sandwich,pork-katsu-sandwich,"[Protein = 30g, Fat = 20g, Carbs = 45g, Total Calories = 550]",30.0,20.0,45.0,550.0
Apple-Honey-Pecan Muffins,apple-honey-pecan-muffins,"[Protein = 6g, Fat = 16g, Carbs = 34g, Total Calories = 300]",6.0,16.0,34.0,300.0
Lemon-Pistachio Loaf,vegan-lemon-pistachio-loaf,"[Protein = 12g, Fat = 18g, Carbs = 48g, Total Calories = 460]",12.0,18.0,48.0,460.0
Spiced Eggs with Tzatziki,spiced-eggs-with-tzatziki,"[Protein = 15g, Fat = 10g, Carbs = 28g, Total Calories = 320]",15.0,10.0,28.0,320.0
Little Gem Salad with Buttermilk Chaas,little-gem-salad-with-buttermilk-chaas,"[Protein = 7g, Fat = 5g, Carbs = 38g, Total Calories = 230]",7.0,5.0,38.0,230.0
Instant Pot Red Bean and Quinoa Soup with Taco Fixins,instant-pot-red-bean-and-quinoa-soup-with-taco-fixins,"[Protein = 18g, Fat = 12g, Carbs = 40g, Total Calories = 410]",18.0,12.0,40.0,410.0
Sweet-and-Sour Dal Bhat,sweet-and-sour-dal-bhat,"[Protein = 10g, Fat = 12g, Carbs = 45g, Total Calories = 380]",10.0,12.0,45.0,380.0
Nasi Lemak,nasi-lemak,"[Protein = 5g, Fat = 18g, Carbs = 22g, Total Calories = 280]",5.0,18.0,22.0,280.0
Miso Pork Ribs with Chile-Honey Glaze,miso-pork-ribs-with-chile-honey-glaze,"[Protein = 26g, Fat = 30g, Carbs = 60g, Total Calories = 700]",26.0,30.0,60.0,700.0
Brothy Pasta with Chickpeas,brothy-pasta-with-chickpeas,"[Protein = 7g, Fat = 12g, Carbs = 30g, Total Calories = 290]",7.0,12.0,30.0,290.0
Spaghetti al Limone,spaghetti-al-limone,"[Protein = 12g, Fat = 24g, Carbs = 50g, Total Calories = 540]",12.0,24.0,50.0,540.0
Sake-Braised Mustard Greens with Sesame,sake-braised-mustard-greens-with-sesame,"[Protein = 6g, Fat = 8g, Carbs = 35g, Total Calories = 280]",6.0,8.0,35.0,280.0
"Long-Roasted Eggplant with Garlic, Labne, and Tiny Chile Croutons",long-roasted-eggplant-with-garlic-labne-and-tiny-chile-croutons,"[Protein = 7g, Fat = 15g, Carbs = 25g, Total Calories = 320]",7.0,15.0,25.0,320.0
Chicken Confit with Pickled Tomatoes,chicken-confit-with-pickled-tomatoes-tyler-kord-dynamite-chicken,"[Protein = 10g, Fat = 22g, Carbs = 40g, Total Calories = 450]",10.0,22.0,40.0,450.0
"Walla Walla Onion, Pine Mushroom Fonduta",walla-walla-onion-pine-mushroom-fonduta,"[Protein = 15g, Fat = 10g, Carbs = 20g, Total Calories = 290]",15.0,10.0,20.0,290.0
Marrakesh Express,marrakesh-express-mezcal-pomegranate-fall-cocktail,"[Protein = 12g, Fat = 16g, Carbs = 45g, Total Calories = 480]",12.0,16.0,45.0,480.0
Fearless Sous Vide Poached Eggs,fearless-sous-vide-poached-eggs,"[Protein = 8g, Fat = 6g, Carbs = 26g, Total Calories = 210]",8.0,6.0,26.0,210.0
You’re the Best Cold Cut Around,sous-vide-pork-loin-cold-cuts,"[Protein = 12g, Fat = 25g, Carbs = 48g, Total Calories = 520]",12.0,25.0,48.0,520.0
Hearty Sous Vide Rice Bowl for All Hungry People,hearty-sous-vide-rice-bowl-for-all-hungry-people,"[Protein = 30g, Fat = 18g, Carbs = 54g, Total Calories = 620]",30.0,18.0,54.0,620.0
Whole Grain Shortbread with Einkorn and Rye Flour,whole-grain-shortbread-with-einkorn-and-rye-flour,"[Protein = 5g, Fat = 10g, Carbs = 20g, Total Calories = 220]",5.0,10.0,20.0,220.0
Parsnip and Butternut Squash with Flatbreads,parsnip-and-butternut-squash-with-flatbreads,"[Protein = 10g, Fat = 22g, Carbs = 44g, Total Calories = 450]",10.0,22.0,44.0,450.0
Soft Polenta with Mushrooms and Spinach,soft-polenta-with-mushrooms-and-spinach,"[Protein = 7g, Fat = 12g, Carbs = 36g, Total Calories = 310]",7.0,12.0,36.0,310.0
"Baked Sweet Potato with Olives, Feta, and Chile",baked-sweet-potato-with-olives-feta-and-chile,"[Protein = 10g, Fat = 20g, Carbs = 40g, Total Calories = 460]",10.0,20.0,40.0,460.0
Salty-Sweet Fall Cookies,salty-sweet-fall-cookies,"[Protein = 9g, Fat = 14g, Carbs = 44g, Total Calories = 410]",9.0,14.0,44.0,410.0
Caramel Apple Cupcakes,caramel-apple-cupcakes,"[Protein = 7g, Fat = 5g, Carbs = 34g, Total Calories = 250]",7.0,5.0,34.0,250.0
Roasted and Marinated Root Vegetables,roasted-and-marinated-root-vegetables,"[Protein = 8g, Fat = 9g, Carbs = 42g, Total Calories = 320]",8.0,9.0,42.0,320.0
"Roasted and Marinated Beets with Burrata, Charred Kale, and Hazelnut Vinaigrette",roasted-and-marinated-beets-with-burrata-charred-kale-and-hazelnut-vinaigrette,"[Protein = 5g, Fat = 8g, Carbs = 38g, Total Calories = 300]",5.0,8.0,38.0,300.0
A Vegetarian’s Dream Sweet Potato Dinner,sweet-potato-dinner-with-mushrooms-lentils-and-feta-tahini-sauce,"[Protein = 10g, Fat = 15g, Carbs = 45g, Total Calories = 390]",10.0,15.0,45.0,390.0
Sazerac,sazerac-237263,"[Protein = 20g, Fat = 25g, Carbs = 60g, Total Calories = 700]",20.0,25.0,60.0,700.0
Halva 5 Ways,halva-5-ways,"[Protein = 9.7g, Fat = 32.5g, Carbs = 94.2g, Total Calories = 860]",9.7,32.5,94.2,860.0
Speedy Skillet Ravioli Lasagna,speedy-skillet-ravioli-lasagna,"[Protein = 20.5g, Fat = 25.8g, Carbs = 91.9g, Total Calories = 830]",20.5,25.8,91.9,830.0
Grape Cake with Hazelnut Streusel,grape-cake-with-hazelnut-streusel,"[Protein = 29.3g, Fat = 50.4g, Carbs = 144.3g, Total Calories = 1170]",29.3,50.4,144.3,1170.0
Spicy Carrot-Miso Dressing,spicy-carrot-miso-dressing,"[Protein = 7.5g, Fat = 20.3g, Carbs = 48.7g, Total Calories = 510]",7.5,20.3,48.7,510.0
Golden Citrus Zucchini Dressing,golden-citrus-zucchini-dressing,"[Protein = 4.8g, Fat = 23.2g, Carbs = 39.9g, Total Calories = 470]",4.8,23.2,39.9,470.0
Tangy Beet-Cashew Dressing with Chile,tangy-beet-cashew-dressing-with-chile,"[Protein = 4.5g, Fat = 20.8g, Carbs = 38.3g, Total Calories = 460]",4.5,20.8,38.3,460.0
Sweet-and-Saucy Pork Chops,sweet-and-saucy-pork-chops,"[Protein = 29.4g, Fat = 45.2g, Carbs = 33.6g, Total Calories = 740]",29.4,45.2,33.6,740.0
Sheet-Pan Potato Hash with Fixins,sheet-pan-potato-hash-with-fixins,"[Protein = 25.9g, Fat = 31.7g, Carbs = 82.1g, Total Calories = 820]",25.9,31.7,82.1,820.0
Grilled Bacon BLTs,grilled-bacon-blt-sandwich,"[Protein = 19.3g, Fat = 33.7g, Carbs = 83.2g, Total Calories = 860]",19.3,33.7,83.2,860.0
Roast Fish with Curry Butter,roast-cod-fish-with-curry-butter,"[Protein = 29.7g, Fat = 48.6g, Carbs = 77.3g, Total Calories = 950]",29.7,48.6,77.3,950.0
Beef and Ginger Stir-Fry,beef-and-ginger-stir-fry,"[Protein = 41.1g, Fat = 39.6g, Carbs = 55.9g, Total Calories = 860]",41.1,39.6,55.9,860.0
Chile-Braised Short Ribs,chile-braised-short-ribs,"[Protein = 31.0g, Fat = 47.0g, Carbs = 83.3g, Total Calories = 900]",31.0,47.0,83.3,900.0
Creamy Pasta with Crispy Mushrooms,creamy-pasta-with-crispy-mushrooms,"[Protein = 20.5g, Fat = 45.8g, Carbs = 79.2g, Total Calories = 820]",20.5,45.8,79.2,820.0
Coconut Milk–Braised Chicken,coconut-milk-braised-chicken,"[Protein = 44.2g, Fat = 58.8g, Carbs = 46.3g, Total Calories = 970]",44.2,58.8,46.3,970.0
Big Green Lentil Salad,big-green-lentil-salad,"[Protein = 34.7g, Fat = 44.3g, Carbs = 109.1g, Total Calories = 970]",34.7,44.3,109.1,970.0
Soba Noodles with Crispy Kale,soba-noodles-with-crispy-kale,"[Protein = 11.5g, Fat = 46.3g, Carbs = 69.4g, Total Calories = 730]",11.5,46.3,69.4,730.0
Tofu and Summer Vegetable Curry,tofu-eggplant-zucchini-curry,"[Protein = 17.5g, Fat = 53.6g, Carbs = 67.5g, Total Calories = 840]",17.5,53.6,67.5,840.0
Tomato Fried Rice,tomato-fried-rice,"[Protein = 19.3g, Fat = 28.3g, Carbs = 51.2g, Total Calories = 640]",19.3,28.3,51.2,640.0
Any Berry Galette,any-berry-galette,"[Protein = 2.2g, Fat = 13.3g, Carbs = 59.4g, Total Calories = 370]",2.2,13.3,59.4,370.0
Fall Fruit Galette,fall-fruit-apple-pear-galette,"[Protein = 2.6g, Fat = 16.2g, Carbs = 65.7g, Total Calories = 410]",2.6,16.2,65.7,410.0
Peach-Plum Galette,peach-plum-galette,"[Protein = 2.9g, Fat = 13.7g, Carbs = 66.4g, Total Calories = 430]",2.9,13.7,66.4,430.0
Extra-Flaky Pastry Dough,extra-flaky-pastry-dough,"[Protein = 2.9g, Fat = 18.8g, Carbs = 59.6g, Total Calories = 480]",2.9,18.8,59.6,480.0
Bagels with Japanese-ish Fixings,bagels-with-japanese-ish-fixings,"[Protein = 16.8g, Fat = 48.4g, Carbs = 79.1g, Total Calories = 860]",16.8,48.4,79.1,860.0
Fried Egg Bánh Mì,fried-egg-banh-mi-breakfast-sandwich,"[Protein = 17.6g, Fat = 28.3g, Carbs = 71.8g, Total Calories = 750]",17.6,28.3,71.8,750.0
Killer Chocolate Cake,killer-chocolate-cake-with-buttermilk-and-soy-sauce,"[Protein = 26.7g, Fat = 55.5g, Carbs = 96.7g, Total Calories = 1060]",26.7,55.5,96.7,1060.0
Korean Egg Bread (Gyeran Bbang),korean-egg-bread-gyeran-bbang,"[Protein = 23.4g, Fat = 49.0g, Carbs = 76.9g, Total Calories = 950]",23.4,49.0,76.9,950.0
Vietnamese Pork Meatball Banh Mi Fried Rice,vietnamese-pork-meatball-banh-mi-fried-rice,"[Protein = 30.5g, Fat = 28.6g, Carbs = 48.0g, Total Calories = 670]",30.5,28.6,48.0,670.0
Crumb-Covered Poached Eggs,crumb-covered-poached-eggs,"[Protein = 17.6g, Fat = 60.9g, Carbs = 72.5g, Total Calories = 940]",17.6,60.9,72.5,940.0
"Green Rice with Tomatoes, Eggs, and Almonds",green-rice-with-tomatoes-eggs-and-almonds,"[Protein = 14.3g, Fat = 35.2g, Carbs = 49.6g, Total Calories = 660]",14.3,35.2,49.6,660.0
Raw Tomato Sauce,raw-tomato-sauce,"[Protein = 9.7g, Fat = 28.5g, Carbs = 60.3g, Total Calories = 650]",9.7,28.5,60.3,650.0
Crispy Pan-Seared Chicken and Zucchini with Olives and Lemon,crispy-pan-seared-chicken-and-zucchini-with-olives-and-lemon,"[Protein = 42.4g, Fat = 40.3g, Carbs = 60.4g, Total Calories = 780]",42.4,40.3,60.4,780.0
Pitaquiles,pitaquiles-pita-in-tomato-sauce,"[Protein = 24.7g, Fat = 32.0g, Carbs = 65.4g, Total Calories = 760]",24.7,32.0,65.4,760.0
Vegetarian Piri Piri Chorizo Bake,vegetarian-piri-piri-chorizo-bake,"[Protein = 14.9g, Fat = 28.9g, Carbs = 58.5g, Total Calories = 610]",14.9,28.9,58.5,610.0
Sweet Potato Breakfast Bowls,sweet-potato-breakfast-bowls,"[Protein = 19.2g, Fat = 28.7g, Carbs = 55.4g, Total Calories = 640]",19.2,28.7,55.4,640.0
Pumpkin Kolokithopita (Greek Phyllo Pastries),pumpkin-kolokithopita-greek-phyllo-pastries,"[Protein = 5.7g, Fat = 28.3g, Carbs = 85.1g, Total Calories = 750]",5.7,28.3,85.1,750.0
Cheddar Potato Soup with Bacon,cheddar-potato-soup-with-bacon-15726,"[Protein = 17.1g, Fat = 42.6g, Carbs = 54.1g, Total Calories = 730]",17.1,42.6,54.1,730.0
Za'atar Spice Blend,zaatar-spice-blend,"[Protein = 8.9g, Fat = 20.2g, Carbs = 29.1g, Total Calories = 380]",8.9,20.2,29.1,380.0
Chipotle-Grilled Pork Shoulder Steaks with Corn Salsa,chipotle-grilled-pork-shoulder-steaks-with-corn-salsa,"[Protein = 31.8g, Fat = 47.6g, Carbs = 53.7g, Total Calories = 800]",31.8,47.6,53.7,800.0
Grilled Beet Salad with Burrata and Cherries,grilled-beet-salad-with-burrata-and-cherries,"[Protein = 14.6g, Fat = 33.0g, Carbs = 44.5g, Total Calories = 580]",14.6,33.0,44.5,580.0
Grilled Whole Eggplant with Harissa Vinaigrette,grilled-whole-eggplant-with-harissa-vinaigrette,"[Protein = 4.7g, Fat = 22.3g, Carbs = 52.6g, Total Calories = 480]",4.7,22.3,52.6,480.0
Grilled Whole Cauliflower with Miso Mayo,grilled-whole-cauliflower-with-miso-mayo,"[Protein = 9.8g, Fat = 31.1g, Carbs = 63.1g, Total Calories = 670]",9.8,31.1,63.1,670.0
Mix-and-Match Fools,mix-and-match-summer-berry-and-cream-fools,"[Protein = 5.4g, Fat = 34.2g, Carbs = 46.9g, Total Calories = 600]",5.4,34.2,46.9,600.0
Frozen Margarita Pie,frozen-margarita-tequila-lime-pie,"[Protein = 7.0g, Fat = 26.7g, Carbs = 58.4g, Total Calories = 610]",7.0,26.7,58.4,610.0
Universal Marinade,universal-marinade,"[Protein = 18.9g, Fat = 29.3g, Carbs = 43.7g, Total Calories = 630]",18.9,29.3,43.7,630.0
The Only Salsa You Need,the-only-salsa-you-need,"[Protein = 4.9g, Fat = 19.3g, Carbs = 43.0g, Total Calories = 440]",4.9,19.3,43.0,440.0
Chile Crisp,chile-crisp,"[Protein = 9.6g, Fat = 22.5g, Carbs = 55.1g, Total Calories = 560]",9.6,22.5,55.1,560.0
All Day Every Day Sauce,all-day-every-day-yogurt-sauce,"[Protein = 11.5g, Fat = 16.9g, Carbs = 28.4g, Total Calories = 410]",11.5,16.9,28.4,410.0
Skillet-Charred Summer Beans with Miso Butter,skillet-charred-summer-beans-with-miso-butter,"[Protein = 10.2g, Fat = 34.0g, Carbs = 45.2g, Total Calories = 550]",10.2,34.0,45.2,550.0
Cheesy Stuffed Tomatoes,cheesy-stuffed-tomatoes,"[Protein = 10.6g, Fat = 36.7g, Carbs = 38.3g, Total Calories = 610]",10.6,36.7,38.3,610.0
Big Beans and Tomato Vinaigrette,big-beans-and-tomato-vinaigrette,"[Protein = 5.1g, Fat = 18.3g, Carbs = 34.6g, Total Calories = 420]",5.1,18.3,34.6,420.0
Tomato Galette,tomato-galette,"[Protein = 19.8g, Fat = 53.6g, Carbs = 109.3g, Total Calories = 1060]",19.8,53.6,109.3,1060.0
Roasted Red Pepper Frittata,roasted-red-pepper-frittata,"[Protein = 15.2g, Fat = 40.6g, Carbs = 84.9g, Total Calories = 800]",15.2,40.6,84.9,800.0
Tomato and Parmesan Risotto,tomato-and-parmesan-risotto,"[Protein = 18.6g, Fat = 39.7g, Carbs = 96.2g, Total Calories = 890]",18.6,39.7,96.2,890.0
Spaghetti with No-Cook Puttanesca,spaghetti-with-no-cook-puttanesca,"[Protein = 18.0g, Fat = 35.5g, Carbs = 75.1g, Total Calories = 760]",18.0,35.5,75.1,760.0
Perfect Pesto Pasta,perfect-pesto-pasta,"[Protein = 15.3g, Fat = 44.8g, Carbs = 81.3g, Total Calories = 880]",15.3,44.8,81.3,880.0
Smash Burger Alfresco,double-stack-smash-burger-alfresco-with-cheese,"[Protein = 29.4g, Fat = 51.9g, Carbs = 69.8g, Total Calories = 960]",29.4,51.9,69.8,960.0
Hummus with Spiced Summer Squash and Lamb,hummus-bowls-with-spiced-summer-squash-and-ground-lamb,"[Protein = 43.5g, Fat = 40.7g, Carbs = 96.9g, Total Calories = 940]",43.5,40.7,96.9,940.0
Grilled Lamb Chops and Peppers,grilled-lamb-chops-and-peppers,"[Protein = 47.6g, Fat = 59.2g, Carbs = 84.3g, Total Calories = 1060]",47.6,59.2,84.3,1060.0
Brothy Steamed Clams with Corn,brothy-steamed-clams-with-corn,"[Protein = 23.7g, Fat = 42.9g, Carbs = 56.5g, Total Calories = 700]",23.7,42.9,56.5,700.0
Tomato Salad with Warm Basil Dressing,tomato-salad-with-warm-basil-dressing,"[Protein = 23.5g, Fat = 35.2g, Carbs = 60.1g, Total Calories = 770]",23.5,35.2,60.1,770.0
Steak Salad with Shallot Vinaigrette,steak-salad-with-shallot-vinaigrette,"[Protein = 52.7g, Fat = 51.1g, Carbs = 61.3g, Total Calories = 940]",52.7,51.1,61.3,940.0
Salt-and-Squeeze Slaw,salt-and-squeeze-slaw,"[Protein = 5.4g, Fat = 13.9g, Carbs = 20.2g, Total Calories = 180]",5.4,13.9,20.2,180.0
New-and-Improved Greek Salad,new-and-improved-greek-salad,"[Protein = 20.5g, Fat = 55.1g, Carbs = 52.7g, Total Calories = 810]",20.5,55.1,52.7,810.0
Cucumber and Peach Salad with Herbs,cucumber-and-peach-salad-with-herbs,"[Protein = 10.9g, Fat = 41.4g, Carbs = 74.2g, Total Calories = 740]",10.9,41.4,74.2,740.0
Any Way Niçoise,any-way-nicoise-salad,"[Protein = 17.8g, Fat = 41.9g, Carbs = 74.5g, Total Calories = 750]",17.8,41.9,74.5,750.0
